rainfall,soil_moisture,tilt_x,tilt_y,vibration,temperature,pressure,landslide
13.34,83.3,1.875,1.318,0.685,32.72,1002.75,1
59.12,51.32,1.868,0.888,0.385,16.06,995.65,1
1.36,32.66,0.441,1.045,0.764,29.35,1013.13,0
56.24,43.33,1.631,1.559,0.069,17.8,1010.2,0
6.76,11.82,1.158,2.81,0.384,27.75,1011.2,0
14.26,57.16,1.328,2.205,0.235,28.27,994.46,0
14.1,55.46,1.571,1.731,0.74,31.09,1010.06,1
77.91,57.27,0.385,0.488,0.227,22.9,1010.73,1
89.53,97.66,1.078,0.448,0.458,15.44,990.08,1
70.0,92.03,0.19,1.507,0.819,31.22,999.53,1
115.46,24.55,2.939,2.186,0.915,23.88,992.62,1
44.98,43.2,0.356,2.253,0.723,31.94,1010.44,0
34.29,48.16,0.776,0.678,0.429,30.52,996.36,0
104.23,42.45,2.674,0.3,0.572,24.97,997.94,1
26.83,81.86,1.448,1.153,0.69,34.99,992.35,1
115.59,57.16,0.407,2.755,0.875,24.24,1004.51,1
1.46,61.49,1.153,1.636,0.889,28.93,990.99,1
116.39,86.77,0.348,0.96,0.931,28.4,1015.37,1
5.18,82.53,0.601,0.971,0.811,25.36,990.79,0
106.94,21.9,0.156,0.396,0.147,26.71,991.85,1
63.32,74.25,1.315,1.42,0.748,30.97,1009.21,0
119.16,49.19,2.42,2.374,0.815,26.43,1017.51,1
8.86,36.52,1.758,2.906,0.878,24.0,1016.76,0
66.46,14.5,1.819,1.505,0.925,28.24,992.51,1
116.32,53.85,0.602,0.502,0.509,15.71,998.65,1
62.77,41.99,1.032,2.049,0.655,17.18,1005.63,0
75.53,32.64,2.536,2.27,0.01,17.51,990.8,1
83.49,72.52,0.264,0.215,0.573,23.52,1005.86,1
54.54,79.25,2.574,2.55,0.473,32.44,1003.43,1
75.31,32.03,1.451,2.488,0.962,27.87,1007.65,1
70.12,14.45,2.511,1.418,0.902,34.45,1017.61,1
108.14,86.39,0.954,1.681,0.798,15.8,998.24,1
5.45,10.9,1.017,2.14,0.057,29.44,1009.17,0
33.72,94.34,2.255,2.03,0.402,21.28,1002.89,0
114.05,66.49,2.355,0.05,0.696,15.47,1003.05,1
106.83,38.97,0.689,0.367,0.03,31.52,1009.42,1
54.68,32.18,2.919,0.488,0.236,18.25,1018.54,0
74.42,10.81,0.253,2.267,0.888,19.28,1015.89,1
33.29,31.19,0.206,1.32,0.13,21.81,1009.19,0
22.57,22.4,1.787,1.637,0.051,30.77,1003.85,0
55.64,65.09,2.168,2.318,0.581,27.49,1002.72,1
42.4,24.99,2.883,1.023,0.946,20.3,1013.61,1
70.04,57.58,1.215,2.247,0.835,18.37,996.55,1
9.33,63.11,0.076,1.327,0.975,17.19,1007.63,0
116.93,36.82,1.809,1.132,0.754,18.0,1005.15,1
118.35,13.16,0.869,0.999,0.437,32.36,1009.48,0
83.78,13.35,1.299,2.895,0.947,33.45,995.62,0
64.33,12.37,1.465,2.316,0.427,34.36,1010.87,0
37.14,76.52,0.194,0.061,0.35,31.69,1008.81,0
97.66,38.62,1.458,2.872,0.448,32.75,995.4,0
82.17,81.67,1.279,2.326,0.814,31.32,1003.49,1
19.51,48.86,2.138,0.448,0.918,34.16,1010.36,0
109.31,50.77,1.937,0.229,0.358,31.91,1017.05,1
98.7,56.16,0.556,0.925,0.462,24.24,993.66,1
113.98,74.17,0.618,1.873,0.898,21.47,990.26,1
87.09,34.62,0.753,1.85,0.047,26.68,994.95,0
73.61,20.94,0.537,0.828,0.784,27.16,1019.68,0
50.19,60.05,1.972,1.337,0.454,26.5,1013.05,1
111.93,39.43,2.983,0.636,0.377,29.13,1008.43,1
103.93,49.82,1.956,0.152,0.447,28.98,993.99,1
5.43,68.23,1.82,1.551,0.419,16.74,1002.48,0
3.16,54.47,1.23,1.041,0.757,20.71,1011.46,0
45.18,65.83,0.938,1.629,0.928,32.8,1016.88,1
97.27,58.98,2.733,2.84,0.491,26.8,1001.45,1
118.47,76.58,2.907,0.43,0.833,21.57,1019.99,1
18.05,73.53,1.49,0.006,0.732,32.01,994.19,1
71.3,58.08,0.871,0.231,0.331,19.98,1001.61,1
45.71,71.1,2.31,1.388,0.587,23.18,1016.26,1
116.39,88.62,0.397,2.121,0.667,20.53,1009.5,1
101.05,48.9,2.297,1.742,0.023,32.43,1014.33,1
100.6,47.15,2.457,1.485,0.396,29.57,1017.23,1
56.24,78.78,0.375,1.062,0.993,24.2,1005.22,1
49.78,62.43,2.931,0.93,0.637,33.65,997.04,1
32.81,16.39,2.957,1.129,0.334,33.55,1010.81,0
6.77,90.29,2.81,1.835,0.25,29.23,1006.9,0
103.77,12.77,1.488,0.503,0.209,32.84,1013.18,0
97.55,77.36,0.738,2.314,0.402,29.39,1005.35,1
119.97,78.29,1.746,1.726,0.193,27.56,1014.33,1
119.6,95.78,1.26,0.807,0.135,23.42,1017.06,1
66.65,14.87,0.618,1.503,0.364,20.47,1012.49,1
92.28,63.72,1.271,2.888,0.607,16.21,1012.31,1
113.37,48.51,1.992,0.061,0.146,31.02,1007.62,1
101.96,39.76,0.213,0.599,0.044,17.44,1004.15,0
29.68,18.13,1.0,1.345,0.035,23.21,1019.18,0
54.07,60.64,0.053,1.915,0.267,19.69,1009.35,0
15.5,53.11,2.248,0.637,0.19,24.09,1015.21,0
114.49,19.41,1.922,2.794,0.539,21.3,1005.16,1
72.74,65.12,0.188,1.928,0.456,31.59,1006.65,0
27.44,76.42,2.894,2.632,0.325,34.56,1009.89,0
80.6,79.06,0.068,0.988,0.834,33.83,1011.86,0
74.18,91.48,1.77,2.487,0.505,27.45,1003.45,1
42.98,46.85,2.329,1.135,0.092,34.59,1000.69,1
13.63,95.78,2.364,0.758,0.296,23.01,997.18,1
80.59,87.89,0.103,2.735,0.973,25.45,1002.71,1
62.44,36.69,2.719,0.277,0.977,20.14,996.34,1
92.68,24.34,2.755,2.829,0.255,32.96,1002.5,1
62.42,49.19,1.684,1.376,0.167,18.59,1016.24,1
102.26,46.17,1.446,2.978,0.496,27.21,1019.31,1
66.23,61.81,0.135,1.619,0.481,30.99,1007.31,0
67.31,62.5,1.686,2.272,0.41,26.91,994.38,1
105.2,77.5,1.228,0.021,0.529,16.58,1002.83,1
48.42,55.89,2.318,1.49,0.232,27.23,1008.06,1
16.08,19.43,1.212,2.212,0.115,30.34,1001.12,0
3.45,87.25,2.051,2.348,0.57,18.76,996.15,0
90.62,37.88,0.304,0.474,0.933,29.74,996.8,0
74.44,97.42,0.399,1.257,0.138,32.57,1004.22,0
84.49,20.61,0.419,1.257,0.705,34.73,996.49,1
25.56,96.24,0.137,0.311,0.438,23.2,997.49,1
16.36,18.19,1.624,1.329,0.294,15.5,1016.19,0
1.75,30.79,2.382,2.421,0.853,23.38,1013.37,1
42.07,14.19,1.831,0.901,0.456,28.2,991.66,1
70.79,73.46,1.725,1.298,0.583,32.83,999.61,1
47.07,86.53,2.042,2.883,0.443,33.76,1005.96,1
52.5,49.07,1.019,0.095,0.081,33.19,991.82,0
108.5,93.57,1.086,1.775,0.595,28.16,1010.5,1
41.79,63.13,0.943,2.23,0.419,28.65,1001.53,1
61.68,66.7,2.136,2.283,0.087,15.05,1001.92,0
94.04,86.09,0.485,2.148,0.596,22.27,997.96,1
47.59,36.71,0.039,2.179,0.01,33.14,1000.02,0
74.65,41.88,1.789,0.177,0.209,28.79,1015.85,0
103.48,91.54,2.827,1.602,0.781,24.36,1013.66,1
113.94,91.09,1.828,2.349,0.038,17.09,1018.07,1
17.65,97.88,2.349,0.282,0.647,19.93,1010.97,0
111.19,91.17,2.018,0.036,0.95,26.1,1007.34,1
59.05,21.46,1.492,2.444,0.171,32.95,997.78,0
30.99,84.14,2.155,2.137,0.417,16.92,1010.01,1
55.1,46.89,2.472,1.237,0.575,18.08,1017.18,1
117.6,99.17,0.674,2.821,0.45,28.1,992.07,1
59.11,52.51,1.008,2.3,0.62,20.88,1003.29,0
39.45,59.85,0.671,2.904,0.404,18.39,994.48,1
76.01,57.68,1.357,2.788,0.149,18.57,1014.32,1
28.82,38.96,2.655,1.444,0.089,24.85,1008.42,0
9.1,16.75,1.036,2.264,0.744,26.67,1016.39,0
15.47,90.61,1.123,2.008,0.239,33.09,991.89,1
15.37,82.24,2.581,2.434,0.847,25.6,1017.17,0
18.23,22.56,1.546,2.363,0.743,28.83,992.02,0
16.66,79.91,1.606,0.46,0.049,18.61,998.63,0
76.9,66.33,2.582,0.701,0.201,29.27,994.68,1
21.83,46.82,1.472,0.797,0.292,27.97,994.36,0
41.48,32.86,2.045,2.455,0.594,19.32,995.15,0
107.61,87.38,0.257,2.432,0.81,28.39,1004.41,1
56.88,73.02,0.536,1.486,0.06,19.23,1013.53,0
80.11,59.3,1.213,1.742,0.25,26.87,1016.95,0
20.68,64.86,1.485,2.481,0.376,28.38,1007.01,1
23.07,18.2,2.897,0.938,0.183,28.87,994.73,0
4.9,52.65,2.912,0.151,0.545,33.19,992.38,0
20.27,27.43,2.554,1.448,0.478,33.96,1004.82,0
33.43,28.75,0.947,2.741,0.316,31.2,1012.96,0
21.24,69.52,2.892,2.371,0.517,32.57,1008.6,0
10.64,92.01,2.068,1.1,0.356,15.39,1007.48,0
14.48,46.34,1.179,0.194,0.343,22.25,991.44,0
55.29,28.7,2.105,1.911,0.265,15.79,1002.35,1
24.76,68.39,0.05,2.503,0.54,19.5,1006.51,0
43.71,88.41,0.438,1.995,0.444,22.63,1007.95,0
60.41,77.35,2.489,1.275,0.196,32.35,990.14,0
82.85,88.19,1.937,0.37,0.013,25.24,995.99,0
4.72,58.29,1.093,2.732,0.151,27.98,1018.49,0
95.93,77.67,1.502,0.828,0.043,22.26,1005.26,1
75.35,22.61,2.715,0.673,0.432,27.06,1011.11,0
9.81,41.34,1.895,2.448,0.225,31.31,999.25,0
104.83,45.06,1.194,2.944,0.42,21.02,1007.56,1
110.5,56.02,0.361,1.98,0.329,33.65,1000.69,1
7.33,93.62,0.881,1.874,0.538,19.27,998.91,0
33.23,88.69,2.935,0.958,0.724,33.39,1002.34,1
96.74,22.11,1.312,0.061,0.479,15.57,1003.79,1
89.79,25.55,1.416,0.575,0.062,25.86,999.93,0
22.14,42.19,1.496,1.753,0.018,34.7,997.74,0
25.12,36.17,2.652,0.454,0.213,27.2,1008.71,0
44.46,65.33,1.812,2.652,0.425,26.1,1001.42,1
58.14,91.25,2.081,0.564,0.045,28.65,996.05,0
74.19,96.61,1.168,1.566,0.328,20.79,1012.75,1
44.27,68.82,0.087,1.536,0.887,16.08,1011.71,1
55.5,85.43,2.793,1.812,0.09,20.02,1016.6,1
89.7,57.27,2.847,0.982,0.949,18.52,1006.65,1
4.4,28.75,2.847,2.621,0.857,33.47,998.38,1
30.29,57.22,2.831,1.333,0.832,32.05,1015.91,0
85.6,59.96,2.446,2.1,0.864,21.35,998.41,1
107.42,76.82,2.054,1.908,0.08,31.72,1009.67,1
61.4,29.79,2.534,0.351,0.151,19.24,995.71,0
63.85,43.15,1.802,1.868,0.134,18.99,1008.88,0
12.86,42.76,0.403,1.652,0.111,30.35,1015.23,0
53.69,96.35,1.174,2.696,0.328,21.54,1006.2,0
63.91,49.96,2.914,2.643,0.83,16.3,1004.13,0
29.1,77.96,1.053,0.453,0.252,29.4,1019.8,0
32.31,77.57,2.603,0.245,0.244,34.79,990.67,0
45.27,33.9,0.28,0.884,0.676,26.32,999.95,0
2.41,61.47,1.003,2.96,0.097,20.27,1017.56,0
38.65,90.49,1.053,0.065,0.36,22.46,1009.28,0
25.37,52.77,0.155,2.019,0.295,27.97,1006.26,0
39.3,95.06,0.357,1.826,0.847,29.03,1009.13,0
14.37,29.3,0.579,1.94,0.515,32.73,999.66,0
106.86,16.67,2.513,0.655,0.646,33.18,992.14,0
71.23,90.23,0.19,0.68,0.129,32.23,998.25,0
81.49,86.29,0.896,1.292,0.929,27.97,1000.09,1
94.7,99.33,0.031,0.288,0.322,24.0,1004.4,1
59.81,71.15,2.087,0.224,0.707,28.59,1001.82,0
10.43,94.3,1.861,0.265,0.955,28.33,1005.63,1
64.45,84.43,1.935,1.719,0.509,19.36,995.88,0
70.42,86.0,1.123,1.193,0.508,25.15,995.52,1
89.45,61.22,0.625,0.881,0.117,19.16,1000.55,0
51.8,44.41,2.161,0.947,0.39,32.98,1004.21,1
15.31,94.11,2.433,0.622,0.852,21.46,1000.25,1
34.05,48.89,0.416,1.235,0.135,31.11,1007.3,0
43.57,58.49,1.46,0.609,0.918,22.54,999.3,0
77.51,50.15,0.746,2.094,0.667,30.27,995.32,1
68.49,60.83,0.504,0.372,0.421,19.42,1015.88,1
42.73,52.35,2.203,2.845,0.546,30.27,996.02,1
118.38,14.32,1.614,0.269,0.15,18.59,1019.0,0
72.69,89.38,0.649,2.83,0.217,24.82,1019.62,1
28.47,50.0,0.93,2.5,0.286,17.27,1010.9,0
12.21,63.0,2.9,2.042,0.385,25.56,1005.06,0
18.34,22.53,2.546,2.737,0.916,31.41,1013.86,0
29.51,10.3,2.64,0.418,0.368,30.11,1016.2,1
19.28,32.08,1.38,0.529,0.524,16.01,1011.29,1
22.39,73.41,1.871,0.756,0.162,24.84,993.06,1
34.21,18.93,1.13,0.734,0.736,32.04,990.09,0
20.8,91.8,0.233,0.933,0.56,28.0,995.76,0
107.61,29.35,1.203,1.727,0.44,16.18,995.66,0
9.63,28.41,1.782,0.085,0.947,21.51,995.48,0
62.94,26.34,0.861,1.147,0.891,26.13,1005.29,1
49.25,11.26,2.544,0.739,0.66,18.45,1005.6,1
117.89,79.46,0.453,1.82,0.922,28.64,1011.69,0
13.44,88.75,1.101,2.956,0.565,27.7,996.04,0
47.74,65.27,0.375,1.553,0.827,19.05,992.78,1
116.34,26.94,1.214,1.277,0.409,26.01,1009.98,0
103.86,35.68,0.119,1.105,0.087,31.23,1004.52,1
98.05,52.83,0.818,2.355,0.994,22.5,1009.99,0
30.95,95.89,1.202,0.216,0.166,19.94,1001.42,0
20.51,32.26,1.434,2.879,0.252,29.02,1012.52,0
80.24,75.85,1.631,1.254,0.163,16.42,1010.48,1
111.53,49.55,0.825,0.941,0.337,31.65,1009.51,0
66.81,36.81,1.569,2.922,0.289,33.87,990.83,1
68.59,51.03,1.527,2.808,0.601,34.3,1015.74,1
33.6,16.41,0.949,1.926,0.996,23.65,1001.3,1
92.34,81.88,2.491,0.056,0.053,27.46,994.07,1
22.45,31.9,1.637,2.246,0.778,32.15,1012.67,0
38.84,75.29,0.997,1.007,0.128,19.47,1004.59,0
51.05,16.15,2.842,1.165,0.02,15.55,990.96,0
60.91,95.96,2.535,0.476,0.639,22.69,1013.46,1
29.09,27.37,2.948,1.57,0.873,32.69,1003.05,0
13.78,89.45,2.077,2.234,0.176,25.1,1012.65,0
73.27,82.85,1.135,0.819,0.342,25.6,1012.67,0
34.64,97.11,0.843,2.816,0.169,28.83,993.0,0
69.75,53.01,1.99,0.584,0.907,26.49,1008.4,1
18.52,75.47,2.942,0.199,0.27,16.09,1000.8,1
57.74,43.36,1.88,1.933,0.445,26.22,1006.39,1
63.91,26.59,2.645,2.548,0.895,27.96,992.66,0
6.22,49.88,0.987,2.859,0.553,27.83,1007.65,0
40.39,24.92,1.221,2.302,0.933,29.57,1013.33,0
16.13,98.38,2.719,0.599,0.926,25.4,1019.6,0
7.6,18.66,2.271,2.933,0.462,33.0,999.61,0
118.8,63.03,2.944,2.758,0.582,24.29,994.65,1
38.68,66.38,2.324,0.49,0.23,25.36,1000.98,1
97.18,58.43,1.346,1.676,0.991,30.61,990.58,1
30.56,69.6,1.593,1.667,0.278,31.66,1002.26,0
81.78,20.46,2.702,1.328,0.783,27.97,1017.44,1
91.23,59.95,1.655,2.953,0.313,17.53,995.83,1
71.48,35.85,0.766,0.179,0.313,21.64,1004.33,1
56.59,94.62,1.307,1.882,0.104,15.4,1007.18,1
49.42,78.59,1.549,0.616,0.56,20.91,995.4,1
41.86,97.53,0.29,1.582,0.245,26.4,999.9,0
111.54,13.38,2.231,2.339,0.148,31.1,1017.34,0
99.67,35.66,0.328,0.74,0.227,26.71,998.87,0
115.8,27.59,1.215,1.18,0.251,15.8,1009.06,1
14.92,11.0,2.414,2.852,0.504,20.18,994.11,0
87.7,31.81,1.403,2.284,0.386,26.56,1010.1,0
112.6,71.09,2.526,1.718,0.075,29.18,998.37,1
21.75,30.8,1.026,0.666,0.536,32.33,996.94,0
7.98,55.81,2.873,1.276,0.788,34.35,993.72,1
88.93,89.9,0.628,2.322,0.574,32.84,991.4,1
68.94,72.44,0.115,2.462,0.975,24.35,1019.04,0
101.02,45.52,2.617,0.734,0.099,29.94,1002.42,0
16.77,43.52,2.257,1.986,0.821,19.81,1013.33,1
95.43,51.02,0.696,0.285,0.506,16.28,1017.6,1
24.2,25.93,2.954,0.07,0.522,16.1,996.12,0
19.64,67.06,1.507,1.646,0.519,19.83,1016.1,0
19.71,42.77,2.853,0.673,0.325,15.75,1011.24,0
97.75,86.71,1.515,0.237,0.325,32.01,1007.34,0
79.82,78.09,1.416,2.189,0.632,24.8,1014.27,1
62.77,64.95,1.347,1.494,0.045,31.22,993.32,1
43.06,42.78,1.005,2.389,0.589,33.8,997.91,0
105.26,28.89,1.601,1.992,0.725,34.88,993.93,1
47.09,79.85,1.358,2.189,0.356,33.74,1016.88,1
97.99,53.78,0.11,0.922,0.217,29.33,992.96,0
52.7,30.23,0.781,0.79,0.213,23.84,1019.4,0
45.23,27.57,0.639,1.803,0.082,26.96,993.3,1
55.52,24.89,2.602,0.6,0.09,31.33,1009.85,1
36.17,79.94,1.797,2.446,0.167,32.95,1009.81,1
89.71,30.61,2.291,1.569,0.019,34.13,1017.94,0
60.33,57.4,2.87,0.681,0.266,29.61,999.69,0
27.87,50.64,1.932,1.876,0.306,25.8,999.96,1
107.95,62.16,2.948,2.835,0.995,34.37,1015.39,1
46.07,88.94,0.935,0.246,0.992,34.17,1019.36,0
65.23,88.1,0.559,0.328,0.187,24.55,990.9,1
108.78,50.6,1.21,2.532,0.213,27.97,1009.06,1
74.91,11.38,1.412,0.329,0.492,31.19,997.31,0
14.03,48.38,2.686,0.118,0.149,23.66,1011.84,0
112.78,64.56,1.68,1.044,0.504,31.59,1013.18,1
75.32,60.2,0.877,1.4,0.399,17.23,1012.88,0
40.19,68.62,2.228,1.708,0.325,24.62,1003.07,0
16.71,23.87,1.517,1.522,0.823,24.65,994.73,0
95.28,68.19,0.486,2.74,0.828,28.69,1007.54,0
74.41,26.44,1.73,2.306,0.988,17.33,1013.67,1
64.02,77.55,2.734,2.951,0.223,17.06,1017.37,0
107.27,40.52,2.528,1.429,0.888,33.01,1003.58,1
94.63,73.89,1.76,0.253,0.538,21.07,997.37,0
18.2,14.31,1.131,2.867,0.591,21.54,993.56,0
37.41,46.71,0.261,0.012,0.896,30.54,1013.93,0
29.82,73.45,1.409,2.328,0.943,23.3,1006.06,1
89.27,30.42,2.256,0.094,0.727,31.66,1010.23,1
4.02,81.58,1.081,2.284,0.348,23.03,994.78,0
68.39,66.77,0.706,2.814,0.49,30.21,990.2,1
91.5,62.88,2.794,1.168,0.615,25.51,1019.03,0
105.21,41.82,2.465,0.723,0.829,33.72,1014.33,1
41.05,53.42,1.915,0.679,0.658,21.55,1002.0,0
98.55,63.76,0.41,1.475,0.365,22.25,1003.71,0
13.28,52.52,0.435,0.513,0.418,34.4,1017.87,1
101.57,72.85,0.31,2.019,0.05,29.75,996.23,1
15.3,49.03,1.849,1.105,0.924,30.45,1014.08,0
47.67,28.2,0.347,0.969,0.088,20.92,990.54,0
95.68,29.25,2.528,1.384,0.58,25.64,1016.27,1
17.99,10.52,2.979,1.628,0.872,21.27,1007.68,1
27.51,37.09,1.099,0.426,0.421,20.2,1004.33,1
86.67,77.4,1.361,2.123,0.8,25.7,1011.19,1
86.4,81.47,2.135,2.649,0.804,34.76,992.03,1
76.94,28.22,2.811,0.834,0.06,19.29,995.87,1
83.27,96.31,2.682,0.541,0.412,19.85,1002.21,1
65.13,55.22,0.173,2.282,0.691,19.86,1008.54,1
30.22,92.53,0.507,0.551,0.422,30.83,994.34,0
41.48,73.61,2.264,0.124,0.545,25.21,1001.38,1
21.79,75.02,2.067,1.858,0.594,22.7,997.83,0
109.01,17.65,0.4,0.719,0.151,31.88,1009.37,1
70.01,29.8,1.506,0.515,0.412,20.95,1017.58,0
48.1,10.79,2.342,2.945,0.028,22.84,994.98,0
55.44,74.45,0.656,0.876,0.15,16.47,995.68,1
113.67,41.0,2.614,2.71,0.512,17.38,1008.02,0
18.4,80.8,0.159,0.535,0.574,17.73,1003.61,0
70.35,40.5,2.347,2.457,0.146,21.94,1011.54,1
60.71,83.74,1.847,1.506,0.756,25.48,998.64,1
73.37,21.76,0.946,0.236,0.373,15.01,1006.34,0
2.17,25.6,2.163,2.201,0.921,18.8,1001.6,0
104.65,40.68,2.347,2.676,0.388,18.51,998.44,1
111.85,46.76,2.802,0.489,0.15,20.07,1011.88,1
67.82,41.38,1.103,2.177,0.758,18.32,1013.88,1
83.6,78.73,2.058,1.335,0.568,18.9,999.87,1
110.7,18.73,1.808,2.262,0.387,34.68,1008.69,0
84.87,41.61,1.576,2.142,0.356,26.89,995.36,1
18.3,85.35,2.671,0.08,0.151,30.25,1013.73,0
69.15,16.01,0.01,0.536,0.341,31.39,998.44,0
72.81,94.81,0.846,1.413,0.029,28.35,995.13,1
50.9,98.77,1.615,2.801,0.502,29.08,1018.2,0
88.37,17.97,0.535,1.026,0.897,27.65,1002.67,1
112.12,36.21,2.724,1.887,0.795,27.99,1009.3,1
111.07,43.52,1.943,0.036,0.029,33.57,1014.28,1
54.1,79.88,1.434,2.133,0.881,18.71,1010.58,1
13.59,63.63,2.444,1.809,0.452,20.49,1006.94,0
118.18,67.99,1.353,2.146,0.191,16.87,1001.15,1
100.67,78.18,1.676,2.714,0.752,31.75,1017.56,1
14.96,20.62,0.008,0.439,0.323,23.98,994.01,0
110.5,84.99,1.097,0.785,0.253,33.14,1016.52,1
104.39,73.51,0.416,2.987,0.161,23.23,1011.3,1
62.26,61.96,2.069,0.469,0.487,23.85,1007.14,1
70.95,90.08,1.437,2.162,0.093,23.97,999.74,0
47.88,73.03,0.905,2.175,0.786,27.25,994.38,1
6.57,28.15,1.403,2.049,0.471,30.32,1003.29,0
40.22,48.68,0.629,0.682,0.447,22.03,1013.51,0
96.34,54.46,2.775,0.645,0.002,27.6,1012.36,1
0.56,14.97,0.162,1.999,0.818,19.08,1009.36,0
40.02,95.92,2.596,0.559,0.493,26.08,1019.77,1
47.78,21.57,1.534,1.985,0.44,25.93,1019.18,0
64.49,72.77,1.857,1.478,0.761,32.77,1002.0,0
110.38,55.56,0.908,1.16,0.063,32.92,995.78,1
41.56,12.31,2.9,0.901,0.367,24.74,1003.92,0
41.63,93.23,0.846,2.843,0.576,15.49,1015.34,0
88.5,86.67,1.767,1.524,0.461,31.89,1003.76,1
54.27,57.18,2.98,1.684,0.182,15.01,1000.08,0
26.95,30.6,2.643,2.848,0.299,24.57,1012.24,0
54.29,20.95,1.609,1.962,0.3,15.4,1009.5,0
16.9,42.71,2.971,2.874,0.992,22.05,1019.06,1
21.17,32.99,2.104,0.319,0.326,27.74,1006.48,1
59.8,55.6,0.626,2.54,0.205,22.42,1019.02,1
50.27,96.98,1.217,1.006,0.823,33.54,998.73,1
109.78,61.75,1.003,2.431,0.421,27.82,1015.94,0
43.49,90.09,1.032,2.567,0.444,27.93,1000.53,0
69.67,68.58,2.281,0.814,0.549,22.49,1014.29,1
75.87,52.77,1.753,1.226,0.596,15.77,1017.78,0
1.57,86.91,0.114,2.178,0.591,29.76,1008.7,0
79.62,52.42,2.632,0.297,0.034,29.32,1011.86,0
21.36,88.18,0.89,2.267,0.819,25.6,1018.76,1
115.33,36.24,2.991,0.331,0.195,23.33,1001.25,1
17.84,21.59,2.863,2.743,0.292,25.77,1005.35,0
49.75,86.98,2.822,0.829,0.173,29.94,1016.95,1
10.24,62.87,2.433,1.727,0.767,29.26,1010.18,0
119.62,90.02,0.662,0.351,0.584,28.16,1016.21,0
60.26,94.4,1.598,0.808,0.755,33.08,1008.55,1
71.45,14.83,0.673,1.212,0.653,27.2,1012.19,0
8.05,55.09,0.779,1.461,0.104,15.29,990.39,0
90.0,43.75,1.833,0.0,0.301,27.36,1000.19,1
25.19,66.33,0.123,2.666,0.507,27.25,1013.11,1
107.77,81.42,2.908,0.023,0.305,16.39,1002.12,1
24.62,35.25,2.756,2.321,0.207,23.55,1000.89,1
22.88,60.11,1.142,1.412,0.87,28.02,1018.55,0
4.39,73.79,1.546,1.572,0.748,29.09,1006.58,1
56.65,22.1,1.398,0.625,0.345,32.86,995.77,0
67.78,83.27,2.647,1.822,0.765,31.83,1004.17,1
7.89,64.55,2.066,1.612,0.628,17.33,1005.56,1
93.06,95.46,0.834,0.493,0.004,27.18,1019.66,0
54.39,40.56,1.341,0.714,0.38,26.93,1011.55,0
62.93,19.73,1.287,0.201,0.29,21.07,1005.58,0
52.89,55.59,2.878,0.199,0.218,18.68,1002.96,0
48.09,17.72,0.526,0.041,0.252,18.99,1017.46,0
67.16,97.26,0.269,0.661,0.942,18.55,1009.38,1
18.63,13.48,2.642,2.039,0.486,31.13,1000.68,0
21.83,77.82,2.69,0.949,0.848,17.97,1003.94,1
103.41,57.26,2.615,1.028,0.214,20.29,998.34,1
113.53,43.18,1.533,0.396,0.174,19.36,1018.81,0
44.8,15.93,1.979,1.726,0.889,29.26,1011.06,1
32.49,66.0,1.69,1.026,0.496,18.17,1001.77,1
77.28,62.67,0.208,2.029,0.895,15.48,995.5,1
49.05,35.28,1.788,2.224,0.063,22.48,995.31,0
3.05,91.92,0.041,1.754,0.916,21.1,1004.33,1
18.74,37.37,0.975,0.828,0.415,22.95,1004.03,0
85.92,50.48,2.797,1.526,0.155,30.08,1002.53,0
79.07,58.94,0.912,0.756,0.683,15.25,1015.55,1
3.25,19.02,2.819,2.709,0.797,15.75,1019.38,1
26.64,93.89,0.75,2.299,0.047,20.11,1000.64,0
27.73,43.71,0.944,1.479,0.987,32.78,998.84,0
80.63,17.27,1.885,2.896,0.697,18.38,1013.1,0
2.37,44.86,2.285,1.64,0.321,34.94,1003.49,0
12.49,64.02,1.504,0.986,0.151,31.11,996.53,0
95.99,56.23,2.646,0.286,0.393,24.12,995.43,0
21.43,72.51,0.121,1.631,0.221,29.96,998.42,0
78.33,14.99,2.767,2.581,0.494,25.38,990.04,1
28.58,35.61,0.589,2.6,0.782,26.32,1018.24,0
11.93,83.73,2.653,1.814,0.66,26.62,1002.91,1
29.18,17.19,1.203,1.18,0.436,27.97,992.49,0
86.67,86.99,2.498,1.951,0.119,16.22,994.95,1
102.68,18.27,2.015,2.286,0.957,27.33,999.7,1
99.63,85.1,0.528,1.235,0.27,29.34,1006.55,1
47.66,42.47,2.754,1.429,0.278,21.21,1011.11,0
80.17,65.1,0.737,2.042,0.646,34.57,999.24,1
24.6,23.76,0.732,2.63,0.771,17.89,1018.73,0
35.18,15.96,2.443,2.373,0.984,33.21,1012.81,0
107.56,29.43,0.318,0.067,0.969,28.53,1014.77,1
1.56,21.51,0.666,0.373,0.914,28.29,999.71,0
10.26,38.12,1.511,2.558,0.435,32.52,1001.43,0
24.95,56.29,2.491,2.501,0.167,31.63,1006.14,0
3.18,62.99,0.442,1.166,0.584,21.91,1003.55,1
21.77,81.09,1.643,1.753,0.017,29.11,997.8,0
69.96,69.06,2.134,2.718,0.196,16.01,1019.92,1
50.57,64.79,2.582,2.735,0.003,24.28,1015.45,0
107.12,47.06,2.807,2.349,0.181,33.76,997.14,1
98.09,52.64,2.354,0.629,0.475,20.48,1016.77,1
41.02,47.31,1.958,2.191,0.393,16.0,1007.61,1
